name,address,quartier,category,naf,phone,website,email,email_source,score,dirigeant
"le ciel est à tout le monde - bébés, enfants","10 Rue Gay-Lussac, 75005 Paris",,Magasin de puériculture,,+33 1 46 33 53 91,http://www.lecielestatoutlemonde.fr/,lecielestatoutlemonde@gmail.com,outscraper-gmaps,,
Le Comptoir des Nageurs,"4 Rue Paul Mériel, 31000 Toulouse",,Magasin d'articles de sports,,+33 5 61 21 36 11,http://www.lecomptoirdesnageurs.com/,lecomptoirdesnageurs@gmail.com,outscraper-gmaps,,
L'Écume des Pages,"174 Bd Saint-Germain, 75006 Paris",,Librairie,,+33 1 45 48 54 48,https://www.ecumedespages.com/,ecumedespages@orange.fr,outscraper-gmaps,,
Le Kap Shop x PREGO,"5 bis Rue de Mirepoix, 31000 Toulouse",,Magasin,,,http://pregoshop.fr/,contact@prego.fr,outscraper-gmaps,,
Le Monde de Sophie,"6 Rue de Tocqueville, 75017 Paris",,Boutique de cadeaux,,+33 1 42 94 91 84,https://lemondedesophieparis.fr/,lemondedesophieparis@gmail.com,outscraper-gmaps,,
Léon Bulle,"14 All. Léon Gambetta, 92110 Clichy",,Magasin de jouets,,+33 9 86 17 33 01,https://www.leonbulle.com/,contact@leonbulle.com,outscraper-gmaps,,
Le Pestacle de Maëlou,"92 Rue Legendre, 75017 Paris",,Magasin pour enfants,,+33 1 83 95 92 20,http://lepestacledemaelou.com/,contact@lepestacledemaelou.com,outscraper-gmaps,,
Le petit Drugstore,"42 Rue Madeleine Michelis, 92200 Neuilly-sur-Seine",,Boutique de cadeaux,,+33 1 46 24 44 92,https://www.lepetitdrugstore.fr/,lepetitdrugstore@gmail.com,outscraper-gmaps,,
Le petit Souk Toulouse,"11 Rue Baronie, 31000 Toulouse",,Magasin pour enfants,,+33 5 61 12 15 18,https://www.lepetitsouk.fr/%3Futm_source%3Dgooglemybusiness%26utm_medium%3Dorganic%26utm_campaign%3Dtoulouse,info@lepetitsouk.fr,outscraper-gmaps,,
L'Épicerie Fille,"91 Rue Saint-Honoré, 75001 Paris",,Bijouterie fantaisie,,+33 1 83 91 43 33,https://lepiceriefille.fr/,lepiceriefille@gmail.com,outscraper-gmaps,,
Le Poinçon D'Or,"18 Av. des États-Unis, 31200 Toulouse",,Bijouterie,,+33 5 61 47 59 87,http://www.lepoincondor.fr/%3Futm_source%3Dgmb,andre.schroun@wanadoo.fr,outscraper-gmaps,,
Le Quotidien Concept Store,"47 Rue de la Pomme, 31000 Toulouse",,Magasin de vêtements pour femmes,,+33 4 71 47 93 20,http://www.lequotidienstore.com/,lequotidienconceptstore@gmail.com,outscraper-gmaps,,
Le Renard Doré,"41 Rue Jussieu, 75005 Paris",,Librairie de bandes dessinées,,+33 1 42 02 14 85,http://boutique.lerenarddore.fr/,librairielerenarddore@gmail.com,outscraper-gmaps,,
Le Repère Homme,"3 et 8 Rue Baronie, 31000 Toulouse",,Mode homme / chaussures,47.71Z,05 61 38 16 58,https://lereperehomme.com,contactlereperehomme@gmail.com,emails-prospection-consolide.json: annuaire,,
Les Boutiques Saint Georges,"51 Rue du Rempart Saint-Etienne, 31000 Toulouse",,Centre commercial,,+33 5 61 12 23 00,https://www.lesboutiquessaintgeorges.com/,contact@espacesaintgeorges.com,outscraper-gmaps,,
Le Sens de la Marche,"10 rue Rivals, 31000 Toulouse",Victor Hugo / centre-ville,chaussures,47.72A,05 34 33 86 79,https://lesensdelamarche.fr,toulouse@lesensdelamarche.fr,prospection-emails-toulouse.json: https://lesensdelamarche.fr/contact/,,
Les Marchandes,"8 Rue du Taur, 31000 Toulouse",,Magasin de tissus,,+33 9 83 21 55 66,http://lesmarchandes.shop/,contact@lesmarchandes.fr,outscraper-gmaps,,
Les Marchandes de Jouets,"83 R. de Lévis, 75017 Paris",,Magasin de jouets,,+33 1 42 27 05 59,http://www.lesmarchandesdejouets.fr/,contact@lesmarchandesdejouets.fr,outscraper-gmaps,,
Les Pénélopes,"109 Av. de la République, 92120 Montrouge",,Boutique d'articles de mode,,+33 1 47 35 45 52,http://lespenelopes.com/,lespenelopes@free.fr,outscraper-gmaps,,
Les (Petits) Raffineurs,"39 Rue des Batignolles, 75017 Paris",,Boutique de cadeaux,,+33 1 42 68 05 23,https://www.lesraffineurs.com/,hubert@leshoublonneurs.com,outscraper-gmaps,,
Les récrés du Bon Marché,"24 Rue de Sèvres, 75007 Paris",,Salle de jeux pour enfants,,+33 1 43 21 46 65,http://www.lesrecresdubonmarche.com/,bonjour@lesrecresdubonmarche.com,outscraper-gmaps,,
Les Traits Français,"8 Rue Jules Chalande, 31000 Toulouse",,Mode / accessoires 100% made in France,47.71Z,+33 5 32 53 91 99,https://www.les-traits-francais.fr,bonjour@lestraitsfrancais.com,outscraper-gmaps,,
L'Habit Français,"99 Rue de Seine, 75006 Paris",,Magasin de vêtements,,+33 1 77 32 68 98,https://lhabitfrancais.com/%3Futm_source%3Dgmb,boutique@lhabitfrancais.com,outscraper-gmaps,,
Librairie Albin Michel,"137 Bd Raspail, 75006 Paris",,Librairie,,+33 1 47 05 10 24,https://www.librairiealbinmichel.fr/,librairie@librairiealbinmichel.fr,outscraper-gmaps,,
Librairie BD 16 : Bandes Dessinées - Mangas - Comics,"43 Rue de la Pompe, 75016 Paris",,Librairie de bandes dessinées,,+33 1 40 72 64 53,https://librairiebd16.fr/,belhassent@wanadoo.fr,outscraper-gmaps,,
Librairie des Abbesses,"30 Rue Yvonne le Tac, 75018 Paris",,Librairie,,+33 1 46 06 84 30,https://www.librairiedesabbesses.com/,mrguarnieri@wanadoo.fr,outscraper-gmaps,,
Librairie du Temple,"1 Rue des Hospitalières Saint-Gervais, 75004 Paris",,Librairie,,+33 1 42 72 38 00,http://www.librairiedutemple.fr/,librairiedutemple@gmail.com,outscraper-gmaps,,
LIBRAIRIE JUIVE JUDAIC STORE,"20 Rue Paul Chatrousse, 92200 Neuilly-sur-Seine",,Librairie religieuse,,+33 1 46 24 70 80,http://www.judaicstore.com/,info@judaicstore.com,outscraper-gmaps,,
Librairie les Beaux Titres,"61 Rue Voltaire, 92300 Levallois-Perret",,Librairie,,+33 1 47 57 87 23,https://www.lesbeauxtitres.com/,dictionnaire-college@lerobert.com,outscraper-gmaps,,
Librairie Nordest,"34 Bis Rue de Dunkerque, 75010 Paris",,Librairie,,+33 1 48 74 45 59,https://www.petitscommerces.fr/page/nordest/%23boutique-actu,vclabenavarre@hotmail.com,outscraper-gmaps,,
Librairie Solidaire,"27 Rue du Château d'Eau, 75010 Paris",,Librairie,,+33 9 67 07 08 58,https://www.lamaisonducanal.fr/librairie_solidaire/93-notre-projet.html,alix.poulin@agglo-compiegne.fr,outscraper-gmaps,,
Librairie Ulysse,"26 Rue Saint-Louis en l'Île, 75004 Paris",,Librairie,,+33 1 43 25 17 35,http://ulysse.fr/,ulysse@ulysse.fr,outscraper-gmaps,,
Librairie Voyageurs du Monde,"48 Rue Sainte-Anne, 75002 Paris",,Librairie,,+33 1 42 86 17 38,https://www.voyageursdumonde.fr/voyage-sur-mesure/divers/librairie%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb,fdarondeau@vdm.com,outscraper-gmaps,,
L'idée cadeaux,"21 Rue des Puits Clos, Pl. Roger Salengro, 31000 Toulouse",,Boutique de cadeaux,,+33 5 61 23 61 02,https://lideetoulouse.fr/,contact@lideetoulouse.fr,outscraper-gmaps,,
L'indien Boutique,"30 Rue Keller, 75011 Paris",,Magasin de vêtements,,+33 1 47 00 92 97,http://www.indienboutique.fr/,contact@indienboutique.fr,outscraper-gmaps,,
L'Interprète Concept Store,"15 rue Sainte Ursule, 31000 Toulouse",Capitole / centre-ville,concept store / accessoires / design,,05 31 22 27 23,https://linterprete-conceptstore.com,contact@linterprete-conceptstore.com,emails-prospection-consolide.json: annuaire,,
Lipault,"8 Bd de la Madeleine, 75009 Paris",,Magasin de sacs et bagages,,+33 6 19 08 35 54,https://www.lipault.fr/fr/home/,hello@lipault.com,outscraper-gmaps,,
L'Oiseau de Paradis,"211 Bd Saint-Germain, 75007 Paris",,Magasin de jouets,,+33 1 45 48 97 90,http://www.loiseaudeparadis.fr/,stgermain@loiseaudeparadis.fr,outscraper-gmaps,,
Lola Jones,"93 Bd Jean Jaurès, 92100 Boulogne-Billancourt",,Magasin de vêtements pour femmes,,+33 1 41 10 83 42,http://www.lolajones.fr/,contact@lolajones.fr,outscraper-gmaps,,
Longchamp,"21 Rue du Vieux Colombier, 75006 Paris",,Magasin de maroquinerie,,+33 1 42 22 74 75,http://www.longchamp.com/,nnicolae@clever-age.com,outscraper-gmaps,,
Longchamp,"77 Av. des Champs-Élysées, 75008 Paris",,Magasin de maroquinerie,,+33 1 53 76 27 76,http://www.longchamp.com/,kundenservice@eshopping.longchamp.com,outscraper-gmaps,,
Louve et Léopold,"8 Pl. de la République, 92270 Bois-Colombes",,Magasin pour enfants,,+33 1 84 20 86 60,https://louveetleopold.fr/,contact@louveetleopold.fr,outscraper-gmaps,,
MAAAD Sélection d'objets,"2bis Rue du Puits Vert, 31000 Toulouse",,Magasin d'ameublement et de décoration,,,http://www.maaadboutique.com/,aline@maaadboutique.com,outscraper-gmaps,,
Mademoiselle Jeanne,"46 Rue des Archives, 75004 Paris",,Magasin de vêtements,,+33 9 67 33 47 07,https://mademoisellejeanne.com/,retours@mademoisellejeanne.com,outscraper-gmaps,,
Mademoiselle Nuage,"15 Rue Jacques Cujas, 31000 Toulouse",,Bijouterie,,05 62 19 02 36,https://www.mademoisellenuage.fr,contact@mademoisellenuage.fr,emails-prospection-consolide.json: annuaire,,
Maison Carrillo - Made in Toulouse,"20 Rue Sainte-Ursule, 31000 Toulouse",,Magasin de vêtements,,+33 5 82 74 40 72,https://www.maison-carrillo.com/,contact@maison-carrillo.com,outscraper-gmaps,,
Maison Celinni Diamantaire Toulouse,"Étincelle co-working, 2 Rue d'Austerlitz, 31000 Toulouse",,Bijouterie,,+33 5 32 09 70 93,https://www.celinni.com/fr/content/129-bijouterie-diamantaire-toulouse,license@prestashop.com,outscraper-gmaps,,
Maison Goyard,"233 Rue Saint-Honoré, 75001 Paris",,Magasin de maroquinerie,,+33 1 57 96 07 00,https://www.goyard.com/,marcelasepulveda@europeandesigns.net,outscraper-gmaps,,
Maison Goyard,"64 Bd Haussmann, 75009 Paris",,Magasin de maroquinerie,,+33 1 57 96 07 00,https://www.goyard.com/,mking@admin.hilconet.com,outscraper-gmaps,,
Maison Lou - Location robe de soirée,"1 Rue de Chaillot, 75116 Paris",,Service de location de robes et de smokings,,+33 1 77 37 37 90,https://maisonlou.fr/,contact@maisonlou.fr,outscraper-gmaps,,
Maison Marah,Toulouse,,High-tech / accessoires design,,,https://maisonmarah.fr,contact@maisonmarah.fr,emails-prospection-consolide.json: annuaire,,
Maison Marah,"13 Rue du Canard, 31000 Toulouse",,Magasin d'ameublement et de décoration,,+33 6 43 87 64 56,http://www.maisonmarah.fr/,bonjour@maisonmarah.fr,outscraper-gmaps,,
Maison Moon - Family Store (ex La Fée Grenadine),"2 Rue de Verdun, 92600 Asnières-sur-Seine",,Boutique de cadeaux,,+33 1 41 47 06 40,https://www.maison-moon.fr/,lafeegrenadine92@gmail.com,outscraper-gmaps,,
Maisons du Monde,"27 Rue d'Alsace Lorraine, 31000 Toulouse",,Magasin de meubles,,+33 5 54 06 08 60,https://store.maisonsdumonde.com/fr/fr/occitanie/haute-garonne/toulouse/maisons-du-monde-toulouse-323,gcesbron@maisonsdumonde.fr,outscraper-gmaps,,
MAJUSCULE,"61 Rue du Faubourg Montmartre, 75009 Paris",,Magasin de fournitures de bureau,,+33 1 42 80 39 80,https://www.majuscule.fr/,donnees-personnelles@majuscule.com,outscraper-gmaps,,
Mano Facto,"19 Rue du Coq d'Inde, 31000 Toulouse",,Mode / chaussures / accessoires made in France,,+33 9 87 19 26 49,https://manofacto31.com,info@manofacto31.com,emails-prospection-consolide.json: annuaire,,
Marc Deloche,"9 Rue Antonin Mercié, 31000 Toulouse",,Bijoutier,,+33 5 61 21 59 77,http://www.marc-deloche.com/,vente@marc-deloche.com,outscraper-gmaps,,
Max Optic (Maxoptic),"Place Saint-Georges, 31000 Toulouse",Saint-Georges,optique,47.78A,,https://www.maxoptic.fr,maxoptic@gmail.com,prospection-emails-toulouse.json: https://www.maxoptic.fr (footer),,
MAY Concept Store - Issy,"49 Rue du Général Leclerc, 92130 Issy-les-Moulineaux",,Magasin de vêtements,,+33 1 58 04 88 36,http://www.mayconceptstore.com/,contact@mayconceptstore.com,outscraper-gmaps,,
Mellow Yellow TOULOUSE,"29 Rue Lafayette, 31000 Toulouse",,Magasin de chaussures,,+33 5 61 13 65 56,https://www.mellowyellow.com//,coline@lullisurlatoile.com,outscraper-gmaps,,
Mephisto Toulouse,"30 Rue de Metz, 31000 Toulouse",,Magasin de chaussures,,+33 7 86 77 51 79,http://www.mephisto-chaussures-dejean.com/%3Futm_source%3Dgmb,yourmail@com.com,outscraper-gmaps,,
Mettez,"9 Bd Malesherbes, 75008 Paris",,Magasin de vêtements,,+33 1 42 65 33 76,http://www.mettez.com/%3Futm_source%3Dgmb,info@mettez.com,outscraper-gmaps,,
MG Design,"4 Rue Genty-Magre, 31000 Toulouse",,Magasin d'ameublement et de décoration,,+33 5 31 54 41 09,http://mgdesignstore.fr/,mgdesign.store31@gmail.com,outscraper-gmaps,,
Miailhes Bijouterie,Toulouse centre,,Bijouterie / joaillerie,47.77Z,05 61 48 05 66,https://miailhes.fr,bijoutier31@free.fr,emails-prospection-consolide.json: annuaire,,
Midica,"13 Pl. Etienne Esquirol, 31000 Toulouse",,Magasin d'ameublement et de décoration,,+33 5 61 14 82 82,https://www.midica.fr/,contact@midica.fr,outscraper-gmaps,,
Millet Toulouse,"19 Rue des Puits Clos, 31000 Toulouse",,Magasin de vêtements de sport,,+33 7 63 50 36 93,https://www.millet.com/fr_fr/%3Futm_source%3Dgmb,craig_raubenheimer@millet.com,outscraper-gmaps,,
Minima,"32 Rue des Filatiers, 31000 Toulouse",,Décorateur d'intérieur,,,http://minima-shop.com/,hello@minima-shop.com,outscraper-gmaps,,
Modi In,"36 Rue d'Alsace Lorraine, 31000 Toulouse",,Mode / prêt-à-porter / chaussures,47.72A,05 61 12 22 12,https://modi-in.com/,contact@modi-in.com,outscraper-gmaps,,
Mombini,"22 Rue Gerbert, 75015 Paris",,Magasin de jouets,,+33 1 73 70 62 31,http://mombini.com/,shop@mombini.com,outscraper-gmaps,,
MUSARDISE,"Intersection rue d'Alsace Lorraine et, Rue de la Pomme, 31000 Toulouse",,Bijouterie fantaisie,,,https://musardise.fr/,contact@musardise.fr,outscraper-gmaps,,
muy mucho,"CC Les boutiques, 51 bis Rue du Rempart Saint-Etienne, 31000 Toulouse",,Magasin d'ameublement et de décoration,,+33 5 62 72 87 19,https://muymucho.es/fr/,postventa@muyimport.com,outscraper-gmaps,,
MY HOME MY DEAR,"51 Bis Rue du Rempart Saint-Etienne, 31000 Toulouse",,Magasin d'ameublement et de décoration,,+33 5 32 58 96 21,http://www.myhomemydear.com/,contact@myhomemydear.com,outscraper-gmaps,,
Nat et Nicolas chaussures enfants et mamans,"5 Rue Paul Vidal, 31000 Toulouse",,Magasin de chaussures,,+33 5 34 33 50 69,http://www.natetnicolas.com/,natetnicolas@gmail.com,outscraper-gmaps,,
nat & nin,"12 Rue Montmartre, 75001 Paris",,Magasin de maroquinerie,,+33 1 40 28 91 19,https://www.nat-nin.com/,contact@nat-nin.fr,outscraper-gmaps,,
Nature et Découvertes Boulogne Billancourt,"166 Bd Jean Jaurès, 92100 Boulogne-Billancourt",,Boutique de cadeaux,,+33 1 41 86 00 85,https://www.natureetdecouvertes.com/magasins/hauts-de-seine/boulogne%3Futm_source%3DG%26utm_medium%3Dlocal%26utm_campaign%3Dgoogle-local,hperpere@nature-et-decouvertes.com,outscraper-gmaps,,
Negrevergne,"27 Rue de Metz, 31000 Toulouse",,Magasin de maroquinerie,,+33 5 61 21 02 96,http://www.negrevergne.fr/%3Futm_medium%3Dreferral%26utm_source%3Dgmb%26utm_campaign%3Dlnk-gmb,service@linkeo.com,outscraper-gmaps,,
Nicolas Tourrel - Joaillier TOULOUSE - Meilleur Ouvrier de France,"13 Rue Boulbonne, 31000 Toulouse",,Joaillier,,+33 5 61 52 48 32,https://tourrel-joaillier.fr/,nicolas.tourrel@wanadoo.fr,outscraper-gmaps,,
NOMAD - Concept - Store,"85 Av. Jean Rieux, 31500 Toulouse",,Magasin de vêtements,,+33 6 72 64 10 75,https://nomadtoulouse.com/,marie.pech@icloud.com,outscraper-gmaps,,
NV Joailliers,"7 Rue d'Alsace Lorraine, 31000 Toulouse",,Bijoutier,,+33 5 62 26 76 02,https://nvjoailliers.fr/,nvjoailliers@gmail.com,outscraper-gmaps,,
Odaje - Toulouse,"25 Rue Saint-Antoine du T, 31000 Toulouse",,Magasin de chaussures,,+33 5 34 33 01 16,https://www.odaje.com/,rgpd@odaje.com,outscraper-gmaps,,
OKLA Skate Shop (E.T Alternative),"4 Rue des Puits Clos, 31000 Toulouse",,Magasin de skateboards,,+33 5 61 21 44 02,http://www.oklaskateshop.com/,contact@oklashop.com,outscraper-gmaps,,
Ombres Blanches,"50 Rue Léon Gambetta, 31000 Toulouse",,Librairie,,+33 5 34 45 53 33,http://www.ombres-blanches.fr/,assistanteweb@ombres-blanches.fr,outscraper-gmaps,,
Optique Cayret,"57 avenue des Minimes, 31000 Toulouse",Minimes,optique,47.78A,,https://www.optique-cayret.fr,cayret.optique@free.fr,prospection-emails-toulouse.json: https://www.optique-cayret.fr (footer),,
Optique du Palais,Toulouse centre (proximité Capitole / métro Capitole),Capitole / centre-ville,optique,47.78A,,https://opticientoulouse.com,contact@opticientoulouse.com,prospection-emails-toulouse.json: https://opticientoulouse.com (footer),,
Pain d'Épices,"29 Pass. Jouffroy, 75009 Paris",,Magasin de jouets,,+33 1 47 70 08 68,https://www.paindepices.fr/,commande@elephantrose.fr,outscraper-gmaps,,
Papeterie Perjac,"66 Rue du Faubourg Poissonnière, 75010 Paris",,Papeterie,,+33 1 47 70 28 71,http://www.papeterie-perjac.com/,contact@papeterie-perjac.com,outscraper-gmaps,,
"Passage du Désir, l'anti sex shop","23 Rue Sainte-Croix de la Bretonnerie, 75004 Paris",,Boutique de cadeaux,,+33 1 42 72 54 78,https://www.passagedudesir.com/,info@anonymagence.com,outscraper-gmaps,,
Performe - Spiruline & Phycocyanine,"27 Rue d'Aubuisson, 31000 Toulouse",,Magasin d'alimentation naturelle,,+33 5 32 26 31 74,https://www.performe.co/,contact@alinotech.fr,outscraper-gmaps,,
Perlin's,"49 Rue de la Pomme, 31000 Toulouse",,Bijouterie,,+33 5 61 21 18 81,http://perlins.fr/,contact@perlins.fr,outscraper-gmaps,,
Petites Fripouilles Concept Store,"22 Rue Peyras, 31000 Toulouse",,Magasin pour enfants,,+33 5 62 84 36 77,https://www.petites-fripouilles.com/,contact@petitesfripouilles.com,outscraper-gmaps,,
Pied de Biche - Toulouse,"6 Rue de la Pomme, 31000 Toulouse",,Magasin de chaussures,,+33 9 55 11 83 63,https://pieddebiche-paris.com/,contact@pieddebiche-paris.com,outscraper-gmaps,,
Pointures,"8 Rue du Canard, 31000 Toulouse",,Artisanat,,+33 5 67 00 47 33,https://www.pointures.art/,school@pointures.art,outscraper-gmaps,,
"Polène, Richelieu","69 Rue de Richelieu, 75002 Paris",,Magasin de maroquinerie,,,https://www.polene-paris.com/,lisa@polene-paris.com,outscraper-gmaps,,
Pol Le Duff Chaussures,"39 Rue des Frères Lion, 31000 Toulouse",,Magasin de chaussures,,+33 5 61 63 62 90,https://www.leduffchaussures.fr/,pol-le-duff.chaussures@wanadoo.fr,outscraper-gmaps,,
Pompette Sarl,"28 Av. Etienne Billières, 31300 Toulouse",,Magasin de chaussures,,+33 5 61 42 56 46,http://www.pompette.net/,pompette@orange.fr,outscraper-gmaps,,
Pourchet,"15 Av. de l'Opéra, 75001 Paris",,Magasin de maroquinerie,,+33 1 42 33 70 24,http://www.pourchet.com/,sav@pourchet-paris.com,outscraper-gmaps,,
Promod,"83 Av. du Général Leclerc, 75014 Paris",,Magasin de vêtements,,+33 1 87 76 10 00,https://www.promod.fr/fr-fr/stores/france/paris/promod-paris-leclerc-169/,frederic.lefebvre@promod.fr,outscraper-gmaps,,
Promod,"60 Rue de Caumartin, 75009 Paris",,Magasin de vêtements,,+33 1 87 76 09 00,https://www.promod.fr/fr-fr/stores/france/paris/promod-paris-caumartin-122/,service@promod.fr,outscraper-gmaps,,
"PUJOL MAISON (Design, Déco, Table)","3 Pl. Jeanne d'Arc, 31000 Toulouse",,Magasin d'ameublement et de décoration,,+33 5 62 73 70 73,https://www.pujolmaison.fr/,contact@pujolmaison.com,outscraper-gmaps,,
Pulp's Toys,"6 Rue Dante, 75005 Paris",,Magasin de jouets,,+33 9 50 49 93 54,http://www.pulps.fr/,pulps.comics@gmail.com,outscraper-gmaps,,
"Punkster, nœud papillon en bois et accessoires pour hommes un peu punk, un peu hipster","7 Rue de la Chaîne, 31000 Toulouse",,Boutique d'accessoires de mode,,+33 6 62 00 87 53,http://www.punkster.fr/,info@punkster.fr,outscraper-gmaps,,
Pure Deco,"111 Av. Camille Pujol, 31500 Toulouse",,Magasin d'ameublement et de décoration,,+33 5 62 57 19 49,https://pure-deco.com/,contact@pure-deco.com,outscraper-gmaps,,
QUÉ FAS? - Concept Store,"20 Rue Léon Gambetta, 31000 Toulouse",,Magasin,,,https://www.quefas.fr/,bonjorn@quefas.fr,outscraper-gmaps,,
Quiksilver Roxy,"7 Rue Charles de Rémusat, 31000 Toulouse",,Magasin de vêtements,,+33 5 61 22 73 05,http://www.quiksilver.fr/,customerservice@quiksilver.com,outscraper-gmaps,,
Rainbow Factory,"84 Rue Saint-Martin, 75004 Paris",,Magasin de maroquinerie,,+33 1 48 87 55 00,https://www.rainbowfactory.shop/,info@rainbowfactory.shop,outscraper-gmaps,,
Rayon d'Or Paris St-Lazare : Magasin bagage et valise,"93 Rue Saint-Lazare, 75009 Paris",,Magasin de sacs et bagages,,+33 1 48 78 32 76,https://www.rayondor-bagages.fr/boutiques/4-rayon-dor-saint-lazare,contact@rayondor-bagages.fr,outscraper-gmaps,,
Recovery Toulouse,"48 Bis Rue de Metz, 31000 Toulouse",,Magasin d'articles de sports,,+33 5 61 40 42 94,https://recoverytls.com/,adressecontact@recoverytls.com,outscraper-gmaps,,
Recyclivre - Donnez une seconde vie à vos livres,"7 Rue de la Boule Rouge, 75009 Paris",,Site d'entreprise,,+33 1 83 62 12 21,http://www.recyclivre.com/,david.lorrain@recyclivre.com,outscraper-gmaps,,
Relay Paris Gare Montparnasse Hall 1 Voie 24,"Place Raoul Dautry, Voie 24 Hall 1, 75015 Paris",,Marchand de journaux,,+33 1 42 79 00 16,https://relay.com/stores/relay-paris-gare-montparnasse-hall-1-voie-24/,n.gougeon@press4u.fr,outscraper-gmaps,,
Rieunier Joailliers,"22 Rue Croix Baragnon, 31000 Toulouse",,Joaillier,,+33 5 61 25 26 06,http://rieunier-joailliers-horlogers.com/%3Futm_source%3Dgmb,rieunier.joailliers.horlogers@gmail.com,outscraper-gmaps,,
Rise Of Gunpla,"39 Rue Rémy Dumoncel, 75014 Paris",,Magasin d'articles de loisirs,,+33 1 40 47 74 93,http://www.riseofgunpla.com/,contact@riseofgunpla.com,outscraper-gmaps,,
Running Conseil Toulouse Balma,"Métro Balma-Gramont / Rocade sortie 15, 4 Av. Prat Gimont, 31130 Balma",,Magasin d'articles de sports,,+33 5 34 25 87 32,https://www.running-conseil.com/runningconseil-balma.html,pierremaistre@domaine.com,outscraper-gmaps,,
Salomon,"68 Rue de la Pomme, 31000 Toulouse",,Magasin d'articles de sports,,+33 5 34 33 78 64,https://stores.salomon.com/toulouse-brand-store,rod.cousens@runescape.com,outscraper-gmaps,,
Schmit Decoration,"28 Rue du Rempart Saint-Etienne, 31000 Toulouse",,Magasin d'ameublement et de décoration,,+33 5 31 98 32 60,https://www.schmit-decoration.com/,schmitdecoration@live.fr,outscraper-gmaps,,
Siena Décoration,"12 Rue Charles de Rémusat, 31000 Toulouse",,Decorador de interiores,,+33 5 34 65 12 59,https://www.sienadecoration.com/,info@sienadecoration.com,outscraper-gmaps,,
size?,"14 Rue Temponières, 31000 Toulouse",,Shoe store,,+33 5 34 33 25 98,https://www.sizeofficial.fr/%3Futm_campaign%3DSZ00969%26utm_source%3Dgoogle%2Blistings%26utm_medium%3Dorganic,roy.vervloet@jdplc.com,outscraper-gmaps,,
Slow Concept,"10 rue Sainte-Ursule, 31000 Toulouse",Capitole / centre-ville,concept store / accessoires,47.78C,05 81 60 34 12,https://www.slowconcept.fr,contact@slowconcept.fr,prospection-emails-toulouse.json: https://www.slowconcept.fr (footer section contact),,
Sophie Sacs,"149 Rue de Rennes, 75006 Paris",,Magasin de maroquinerie,,+33 1 45 48 00 69,http://www.sophiesacs.com/,sophiesacs@hotmail.com,outscraper-gmaps,,
Soulery,"10 Rue Lapeyrouse, 31000 Toulouse",,Magasin de vêtements pour hommes,,+33 5 61 21 14 90,http://www.soulery.com/,alain.alter@soulery.com,outscraper-gmaps,,
SPECIMN,"4 Rue Temponières, 31000 Toulouse",,Magasin de vêtements,,+33 5 61 25 81 47,http://www.specimn.com/,contact@specimn.com,outscraper-gmaps,,
S.P.L Collections,"89 Rue Damrémont, 75018 Paris",,Boutique d'objets à collectionner,,+33 1 42 46 99 30,http://www.spl-collections.com/,spl.games.impression@gmail.com,outscraper-gmaps,,
Sports Raquettes,"222 Av. de Grande Bretagne, 31300 Toulouse",,Magasin d'articles de sports,,+33 5 61 15 91 14,https://www.sportsraquettes.fr/,support@ovh.com,outscraper-gmaps,,
Søstrene Grene,"49 Rue d'Alsace Lorraine, 31000 Toulouse",,Varehus,,+33 5 61 13 50 76,https://sostrenegrene.com/fr/magasins/rue-d-alsace-lorraine-toulouse-s-4048%3Futm_campaign%3Dgbpg%26utm_source%3Dgooglebusiness%26utm_medium%3Dgoogle,maje@sostrene.dk,outscraper-gmaps,,
TBS Toulouse,"61 rue d'Alsace Lorraine, 31000 Toulouse",Capitole / centre-ville,chaussures / vêtements,,+33 5 61 38 59 33,https://www.tbs.fr/fr/boutiques/tbs-toulouse,frederic.berlie@darty.fr,outscraper-gmaps,,
The Last Step Toulouse,"12 Rue Baour Lormian, 31000 Toulouse",,Shoe store,,,https://www.thelaststep.fr/fr,contact@thelaststep.fr,outscraper-gmaps,,
The Thirsty Monk Pub,"33 All. Jean Jaurès, 31000 Toulouse",,bars,,+33 5 81 34 28 15,https://www.facebook.com/thethirstymonk,info@thirstymonktoulouse.com,outscraper-gmaps,,
The Wan Concept store,"39 Rue Lecourbe, 75015 Paris",,Boutique de cadeaux,,+33 9 84 59 16 88,https://thewan.fr/,contact@thewan.eu,outscraper-gmaps,,
Tout pour la Chaussure - Toulouse,"45 Rue Pharaon, 31000 Toulouse",,Magasin,,+33 5 61 52 27 84,https://www.toutpourlachaussure.com/,contact@toutpourlachaussure.com,outscraper-gmaps,,
TRAIT papier,"60 Rue des Tourneurs, 31000 Toulouse",,Papeterie,,+33 5 61 23 11 17,http://www.trait.fr/,boutique@trait.fr,outscraper-gmaps,,
Trentotto Concept Store - Toulouse,"14 Rue Paul Vidal, 31000 Toulouse",,Magasin d'ameublement et de décoration,,+33 5 61 22 43 07,https://www.trentotto.fr/,contact-ettt@trentotto.fr,outscraper-gmaps,,
Ulla Popken,"32 Bd Haussmann, 75009 Paris",,Magasin de vêtements grandes tailles,,+33 9 63 60 12 39,https://www.ullapopken.fr/fr/boutiques%23!/l/paris/32-boulevard-haussmann/1790581,lcarbonell@gearup-performance.de,outscraper-gmaps,,
